word,weight
tears,8.782323277995784
entertaining,8.747888458200311
beauty,8.712569648127051
bland,-8.710025038551713
wants to be,-8.70052255417051
okay,-8.663457370534053
tries,-8.662377841669619
sweet,8.657242126373617
might have,-8.65627235689278
this is,8.640908934444209
barely,-8.637847235253266
material,-8.606097904698615
top notch,8.597805525135273
sharon stone,8.596606444786824
also,8.596425546111538
some kind of,-8.59430871740112
rubbish,-8.570694687729754
don,-8.561273228394288
irritating,-8.552805744453655
was pretty good,8.550613481521266
vengeance,8.539325360223613
is must,8.537167789616998
godzilla,-8.535753798139222
can wait,8.467439420031731
paid,-8.455002127601016
kurosawa,8.451074008235159
and if you,8.450020496024255
twists and,8.437394570400844
quiet,8.424547831969344
marty,8.424207448837977
be it,8.420954878966596
honestly,-8.404430108526856
is too,-8.398745019701003
that would,-8.395915604407959
haired,-8.394654186497723
cheech,8.374016796285733
enjoy,8.370390708021551
read the,-8.366355475425022
stallone,8.356128802741043
appreciated,8.331275434354891
but no,-8.30690149490147
bad thing,8.290682604772625
did not,-8.26743425608828
this thing,-8.223508716884288
going for it,-8.21560755907218
that why,8.18966987528506
hype,-8.135234371046755
favourite,8.127212142638777
pass,-8.109362424810362
effort,-8.098614547381823
seagal,-8.06465500272942
unbelievable,-8.041019984301093
at first,8.034505324930247
ruined,-8.028905086132685
it was very,8.022925607549169
failed,-7.959017637555854
monkey,-7.926642496464191
plot,-7.865476036218239
be disappointed,7.860346898002919
world of,7.855883839203859
recommend it,7.844742939649116
dreck,-7.843239975970844
christian,-7.841338540050927
if they are,-7.820504106086567
mayeda,-7.820094490577325
unless,-7.8170769120795764
suspenseful,7.803982117814916
problem is,-7.801119419011566
in way,7.783750046023608
is good,7.772402730677951
love,7.755864450209469
one star,-7.725110723262417
not one of,-7.713098333538434
trying,-7.705019606609779
the slightest,-7.701241791467072
you don,7.677656124653511
paint,-7.6680876831363
seem to,-7.666466909746339
good as,7.64284613356637
flight,7.641286266609629
apparently,-7.6236584167181505
fill,-7.620787862805259
endless,-7.620299661561141
waste of,-7.610725325949196
generous,-7.591122212527482
because the,-7.586454991235773
boll,-7.573667927996999
vhs,7.57234094847171
soccer,7.57205747000276
carrey,7.543575677803946
seems,-7.541601414367515
they meet,7.53370688627552
why,-7.499294494908325
scary movie,-7.498115496877878
as the,7.492106474607663
when was,7.487116496832113
worth it,7.435333471991893
obvious,-7.4264449746417025
seemed,-7.384072428572921
life,7.379097173675963
shows,7.363948641272509
the way,7.354074615864392
release,7.345003947195764
half,-7.344451996251325
be good,-7.339558119702559
if anyone,7.33072686570501
or something,-7.3303930997250415
friendship,7.324575520151582
magic,7.3152696840443
knowing,7.286476087638702
impact,7.272490920860324
to write,-7.2700810534216025
nonsense,-7.264894679214962
atrocious,-7.259147373096437
turkey,-7.257952307709555
with this film,-7.257311766824192
savalas,-7.2508052464764505
easy,7.219423163355849
jackie,7.217565519126024
bizarre,-7.181114892691174
lonely,7.164442698762466
movie just,-7.160652908502737
the better,7.153091260985164
in our,7.13107768504961
the living,7.1107096631175635
terrific,7.105046039070901
bunch of,-7.099326916270835
drivel,-7.0630991708867255
don even,-7.062783198154783
desperately,-7.0549130606919155
explicit,7.038181879667659
stay,-7.037961318764302
hooked,7.021715868224105
boy and,7.0048050066826155
no sense,-7.004481373523254
vanessa,-7.001156419954816
rip off,-6.975309388568038
br then,-6.973035174331852
on here,6.958747949226075
ugly,-6.9368813638317945
soundtrack,6.936444169000009
prince,6.92633754552687
marijuana,6.901147120774945
except,-6.883951818042772
remotely,-6.880851965255367
harold,-6.865488774014352
stunning,6.848398796712208
what makes,6.843877088067989
just doesn,-6.832035409315235
group of,-6.8297991747956655
see it,6.818491815342891
tight,6.815331156851461
you will,6.813492845644172
looked,-6.803314198061138
performances,6.799462010029274
awesome,6.798675050924247
to work with,-6.796672870291544
just made,-6.796280163899505
guess,-6.789519869130554
overwhelmed,6.787896090321557
the worst,-6.777690848881386
genius,6.771292139809976
driven,6.766476391107891
unexpected,6.749710421581558
writing,-6.748334783920254
absurd,-6.735642107166085
performance as,6.7298097744609535
chilling,6.728824921219987
recommend this,6.716857993730625
unique,6.716331693531223
real and,6.700344467426789
even better,6.696631655504553
it tries,-6.688992401122958
victims,-6.674278531626343
really like,6.673712013988006
shame,-6.660214527124442
is the best,6.656230909268035
embarrassing,-6.633030135363703
marie,6.615022135882732
works,6.6143751189459286
first of all,-6.598317461348504
work in,6.594654638277813
the two,6.591300435785309
thumbs up,6.588348664602737
is beautiful,6.578281672793384
caught,6.576131876059931
sources,-6.564323494280448
london,-6.540643542963308
spinal tap,6.520112265720997
excuse,-6.5193723580930865
spectacular,6.515179037262702
brings,6.513120739920854
ran,6.497366307407073
stack,6.492492823873368
falls,-6.48195504679697
harsh,6.481741732319365
jack,6.481109462844302
slow,-6.4638918456646834
animal,-6.443432244961293
the word,-6.439277384144762
flop,-6.4362964186302545
natali,6.433114856959713
stereotypical,-6.431267337552805
scared,6.4283438852014445
edie,6.423200948912162
deeply,6.421676841326085
and see,6.4119094282530895
polanski,6.410130154502133
you only,6.410041515782304
boredom,-6.409665299659032
tony,6.395596626181454
think you,6.391450377930566
millions of,-6.377238203429637
appreciate,6.37687617188646
dollar,-6.36365434458262
expecting,6.342679433163355
what it,6.33614158770667
some of,6.335876372493849
confusing,-6.333113502914845
this great,6.3330465692857345
sub par,-6.323513706825191
bigfoot,-6.317308770245447
to care,-6.315255856492814
heart,6.311789277928657
world,6.293928353081265
major,-6.290884170680401
ralph,6.282023296293246
year old,-6.278087756975973
handed,-6.277239861652536
on earth,-6.277096214416048
satisfying,6.2702280441878875
nice,6.260011419201998
check it,6.2539310310287295
gandhi,6.2530616677313695
well done,6.247904709934873
orleans,6.22336232044362
ramones,6.21819524769752
this piece,-6.213583102869935
yes the,6.200008146848561
me wrong,-6.171707888871872
if this,-6.1669847783373
wasted,-6.131986058102456
is nothing more,-6.1238523698118
zero day,6.1219758143624095
it at least,6.1021621797103265
manners,6.089724500460522
is left,-6.089084651708493
does look,-6.086454340235431
loved it,6.0861368885603575
amateurish,-6.077754427188991
hated,-6.07594515153569
anything,-6.07538687875128
kennedy,6.074243380165029
take look,6.06425900264054
lot of things,6.062860413382567
thank you,6.060385086556947
was good,6.0593283549868495
am,-6.045977550290225
stands,6.041900661829554
the only,-6.014556094460048
don want,6.0143588264304215
little movie,6.005064819046557
marvel,6.0004899111440775
this movie would,-5.995373047317214
just didn,-5.992327655789204
acting is,-5.978111786478115
and in,5.920681308165746
dirty,5.918570241821003
you should,5.9181841310331995
worth,5.914209139149909
compelling,5.9138666372104165
ok,-5.8975261435090385
stinks,-5.893024362231217
crappy,-5.884286626476205
the power,5.8805234877629
sidney,5.8539298372585336
todd,5.851205870620883
joy,5.850203523121271
always,5.820939999652635
appeal,-5.810666086120746
sucked,-5.806722295388024
eerie,5.806262011092015
bourne,5.784786322780417
nudity,-5.779293174423618
portrayal,5.7736210743869965
so well,5.770760726351161
little film,5.766091100885768
swim,5.7607804304907555
spring,5.756390826601998
supposedly,-5.741182174971633
of the most,5.737410011246319
thanks,5.732536037330468
only for,-5.721543986217364
com,5.715729686592294
and enjoy,5.713676260902744
cassie,-5.695613526053452
any,-5.6948829578010365
versions,5.683177456229713
synopsis,-5.680028770197787
blame,-5.675901103633664
intense,5.670935519608206
britney,-5.665902789343745
advanced,5.664167448733673
and too,-5.658251578766392
enjoyed it,5.6492414787366565
makeup,-5.644541533740249
relationship,5.618943787681633
series,5.616086145012186
premise,-5.612532511844134
lot,5.608434365467605
may not,5.595816906221003
furthermore,-5.5877311653590915
not very good,-5.565790074696679
was too,-5.558164037968578
aged,-5.557906782815389
each,5.5500900668403865
for everyone,5.527867223246241
more realistic,5.527467292966209
own,5.523364283363679
bravo,5.514078506899986
should have,-5.499984036581149
positive,-5.475726676155154
interest,-5.4707141120027565
surpasses,5.469071035161117
paul,5.461524411622481
security,-5.456967628511008
entire,-5.455950129561114
busby,5.455905449183
was just,-5.455426711647096
the problem,-5.453095861938711
stewart,5.444968996185086
soap opera,-5.441958743682886
milligan,5.43942303834841
seconds,-5.438728932445969
love it,5.435054413398203
on and on,-5.434616062649734
murray,-5.426540338201048
of human,5.410378290044279
present,5.397473698859352
good film,5.378748190320449
lee,-5.378093719683246
comments,5.377701966220247
movie she,-5.376650356126098
although this,5.371451075687005
holmes,5.367165729470722
then,-5.350357768913942
great job,5.339563126278949
much in,5.331642525994338
eye candy,-5.33046428599637
later,5.324432133805467
cool,5.30721406147161
may,5.29987128987741
disagree,5.288605750936667
on this,-5.287605349478481
very disappointed,-5.253375833232087
your time,-5.249203366561552
acre,5.244402463352695
the special effects,-5.238284645243584
the right,5.227110301073559
cry,5.225814501106121
fresh,5.212876029845147
overall,5.210571558915548
is right,5.202652871124107
fun to,-5.199936784472244
stella,-5.197774468725874
was to,-5.195270873156985
whole film,-5.19423429677605
shines,5.1778892374010175
proof,-5.174102357471839
so much,5.173304051804961
continues,5.167718560734113
screenwriter,-5.164325087558434
dumb,-5.159986260303014
power rangers,-5.156522329312488
emotions,5.140375941178909
no good,-5.126881423595245
br br sound format,-5.118740157048145
saving,-5.110898178060309
be an,-5.105115190551007
zombies,-5.098483353342612
in to,5.096152024121492
nowhere,-5.089360503678153
with no,-5.088280792606113
mental,-5.078369851833758
doesn,-5.074584354016033
stefan,-5.073220088579961
stopped watching,-5.067291972109751
with this,-5.065252913911494
the blob,5.060149127813636
fest,-5.0590213929078
it or,5.057110939935749
bell,-5.054820372783835
alex,-5.039426950471801
boom,-5.034992020291492
daughter,-5.030227498454948
mj,5.021633883736541
look like,-5.017959554100588
think about,5.0104341530700856
better but,5.002056607296116
how bad,-4.9956186566046075
sometimes,4.992449669640188
most,4.991314753556112
kelly,4.977955313995755
ability,-4.965329839818231
producers,-4.962429846626089
one of those,-4.952247272415285
flat,-4.943795339746045
schneider,-4.933121340882666
rock,4.929179679550794
shown on,4.919748610890956
deal,4.90743391826961
the good,-4.904826914715019
and does,4.884459324077846
elvira,4.8793019262946995
captured,4.878879922313031
classic,4.878250062106468
times,4.859940729099238
tired,-4.858250273197189
simpson,-4.854540876056805
christmas,-4.847088315982642
which is,4.844437676884896
potential,-4.84120853150449
impressed,4.8387636359529065
all for,-4.836875643732231
nature,4.829246805515779
months,4.8268956515818395
supposed to be,-4.8248188296537435
made this,-4.823289586652009
otherwise,-4.817293746181335
mcdowell,-4.815725561048639
enough,-4.8086715855975966
genre,4.79693831294868
warm,4.795750659996014
ashamed,-4.78386388979092
dear,-4.782300862360003
interesting,-4.781601259375718
off,-4.781318089212231
may not be,4.7785031257932715
raunchy,4.77667314077947
human,4.767379324062723
left,-4.765191745240632
at the end,4.762956663419232
him,4.741533117106885
director,-4.73475791026049
cliché,-4.728202193104383
it does,4.709269864177135
in china,4.6967136920095065
to come,4.693672554668357
love to see,4.69104368392244
copy,4.688942923476145
them the,-4.684504284856081
difficult to,-4.6782514404858215
delivers,4.669886789535752
pleasure,4.65566637870993
liked this,4.654136934409113
would have,-4.65391206666959
button,-4.653364432986315
as if,-4.65039304530756
hot,4.639253032151183
saves,-4.638454735109584
negative,4.634488090593801
ridiculously,-4.62719784917881
everyone,4.626362854223466
sadistic,-4.624651265171467
naughty,-4.619145272358577
saying,-4.615827886354422
the first two,-4.609959251297994
few laughs,-4.60351690958441
you want to see,-4.596205916998143
it movie,4.594984770331102
episodes,4.594083009384893
stand up,4.5843132731212615
other than,-4.582871924395216
grade,-4.580296472600503
really liked,4.572580454418979
channel,-4.567372540682727
lewis,4.563077626168108
as an,-4.556968111871283
characters and the,4.5544718523215275
and it,4.55257017362929
derek,-4.552120091923866
joke,-4.5484111203766
and found,4.54113046667989
thing to,4.535866797347585
ariel,-4.533904698651728
relax,4.5326954807660185
stilted,-4.524166454302275
sympathetic,4.508297304728547
as well,4.506997707361797
action,4.5035168575357885
is so,-4.4988058998668246
ladder,4.492804151703017
gritty,4.490538813200333
astaire,4.487722446293895
said,-4.48328410840982
severed,-4.476623373681388
one of,4.4693567614022385
sent,4.468214982555715
movie you,4.458567440075959
bore,-4.453884187196961
real people,4.450978722443173
good and,4.440990946318542
often,4.432177813577394
or at,4.430955134664202
ustinov,4.42940968628482
truly,4.42710025316616
pleased,4.424634081333693
it an,4.420553965202899
bilko,-4.416012562298927
was so,-4.4158387491249504
one of my,4.4039760587494
holly,4.394781302037602
romano,-4.387589137280135
also the,-4.3864883650337365
izzard,4.366122901648626
available,4.360980492417162
an entertaining,4.355097718794864
not in,-4.354485640253732
appropriate,4.348636339179979
journey,4.348577006764628
mccoy,4.348086501776615
definite,4.347781362881616
victoria,4.345166492482046
might enjoy,-4.338203891330268
apollo,-4.338127648108603
and he,4.336724155356992
scariest,4.336459439080805
asleep,-4.3324250329048475
inept,-4.326818054562185
flea,4.320586909441215
bound,4.316588529876515
mummy,-4.313100895045642
grim,4.3115293780104045
on earth and,-4.310280754485277
charles,-4.307425639671635
together,4.302560984091906
welles,4.300833457837079
below,-4.299828699816808
wrote,-4.2982198528051825
if you want,-4.297256911716913
no idea what,4.296059735817787
happy,4.291379962524714
is real,4.287022996700396
ron,-4.276225592173567
although,4.275468226575507
steals,4.273243602292683
future,4.262759118863058
so it not,4.262434129660651
think it,4.2607496379588
dimensional,-4.260062513903696
scantily clad,-4.259534371769387
disgusting,-4.248799346316591
nose,-4.2463555908405795
draws,4.236205883709576
packed,4.233147380566099
damme,-4.223528877933246
go to the,4.221474095432871
much,-4.2163163104303045
daniel,4.213684376148688
fun and,4.210065269047292
is more than,4.207752620774043
timeless,4.202769808098599
van,-4.191823005057089
and while,4.190058021854641
was great,4.189969607226605
pictures,4.1889088931372545
the cover,-4.188120268005686
mclaglen,4.1851987834482935
by this,-4.1845657099374725
laughing,4.182879758801624
lucas,4.176534250125459
uneducated,-4.1760008724154964
witty,4.170585194903146
thunderbirds,-4.167792483155028
unintentionally,-4.16465988973092
less,-4.161234204855523
bond,4.160630135622834
of laughs,4.151855383871863
mystery men,4.146165767181946
is brilliant,4.136741117566476
11,4.133672309641186
all that,-4.132434458050031
laura,-4.130919321346573
it out,4.130288693878528
br must,4.126399824232357
but this,-4.121489252668749
able to,4.118705795638249
mabel,-4.11674933864747
christians,-4.114886359317403
only complaint,4.108339057460563
paramount,4.107623848259292
looking,-4.106172549922572
that his,4.105100351898153
one of them,-4.104734571384081
blatant,-4.100171836087003
hope,4.096593847592277
goro,4.092710626743187
make,-4.087306676417994
essential,4.086950633553515
you don like,4.085116199134252
is amazing,4.079102545679612
existed,4.072352519096388
tells,4.0700499757543716
making,-4.0655423713009
overacts,-4.063202160504285
stick to,-4.052421205237464
low,-4.051568985432182
anti,-4.050822649499122
did that,4.049106430453112
film and,4.045767743904415
the biggest,-4.035783560819835
greatest,4.032882787823621
monsters,-4.029327667192006
fine,4.0237120119260466
were,-4.015012317863822
focuses on,4.014691450876443
if you re,-4.009486542215089
factory,3.9931755512619618
of plot,-3.9920624214605374
thin,-3.9918534022645398
of things,3.98881074970025
lives,3.9824930368943603
hit,3.979146583763238
kung fu,3.978428551588157
entertaining and,3.9778341290383055
themes,3.9749302773014494
of us,3.9746229893566487
ms,-3.9666358334785556
reunion,3.9604076773769283
as movie,-3.9486301735704155
would love to,3.942843260330711
warhols,3.940436315326198
would be,-3.9380676992569237
story of,3.9367494649247488
paxton,3.934845878994093
is better,3.9241992864469575
novak,3.917312111290815
humor,3.9157582196083682
urban,3.9072408632277753
puerto,-3.9036794512742548
wrong,-3.9020967170997936
shots of,-3.8923981321971888
dirty harry,3.888030890344993
will,3.882743426517062
check it out,3.8822715790885205
starts,-3.879489258096325
covers,3.8734925294713305
dean,-3.8668988624599274
bloodbath,3.866239082263448
tragic,3.8558713673747422
now,3.8549111779113248
but it was,-3.8531611798780836
for all,3.849935071922049
sat,-3.846706178489048
humour,3.8376629671410813
solo,3.833412907319738
stereotyped,-3.822507999342415
until,3.8218850458214733
has no,-3.8198574451712717
work of,3.815507708731958
this turkey,-3.8141710432571783
neal,-3.808546186093943
brothers,3.807140725219691
the best,3.805247522172838
of sex,-3.802571449884566
plane,-3.7979869519219167
weekend,-3.796441978202175
court,3.7961490295748166
mouth,-3.7942283483481245
failure,-3.7929134187510654
ii,-3.783485784713354
darkman,-3.7768832693057144
embarrassed,-3.773929115176725
blonde,-3.7709628750197077
chief,3.7696303354484564
problem,-3.7639014564350295
alexandre,3.7598038232330966
not make,-3.7542196582003657
it is,3.7430076088759088
these people,-3.741892495797536
burke,-3.739921562023463
croc,-3.7399182345330315
irwin,-3.738969451623683
of nice,-3.734759581283583
three hours,-3.7346796396850763
sucks,-3.730558649802874
the killer,-3.7226831825610787
good job,3.720825559030081
walk,-3.718715795862398
the romance,3.7141289737815275
re,-3.7085362589417388
would not,-3.7011468297424988
not like,3.695106407496379
style of,-3.693244789682349
helps,3.6909762561345256
with the,3.680114622505123
thought,3.6671119693722645
think the,3.6663810686548004
than any,3.6660828829790884
how good,3.6613367049396492
gang,-3.6582411209303047
is movie,3.652572005724067
is some,-3.649539864641965
the set,-3.6440240465417233
biggie,-3.637273773210181
zane,3.636681155340502
but even,-3.636189852767091
peoples,3.6316195996179244
why would,-3.6308960872215392
travel,3.6248310458417934
what was,-3.620383258600188
don know why,3.6114714245478314
must see for,3.6042127553792533
home alone,-3.6014791220822175
with enough,3.598627549447418
erotic,3.593696015611017
kerr,-3.592244448478923
different,3.5834627245121173
played,3.5827910705854236
raines,3.5668585633461705
kermit,3.5659457528838088
jesus,-3.5572582840774505
plummer,-3.555132015596203
discovers,3.554648024091253
far too,-3.552944732358186
survive,3.5507449444092964
keeps,3.5502195009725503
piece of,-3.546335217161211
like about,3.540916417707713
vs,3.5403244258774125
reason why,3.528374518961496
and you are,-3.528314758711914
and their,3.5273067272378538
time for,-3.527300090557821
panahi,3.5252878592048287
he got,3.5243817314963084
homer,3.5243240373053557
had the,3.5239004868328383
portraying,3.5233647954969687
get,3.5232706877538686
came to,3.5136875319455583
funny in,-3.495435524078409
claus,-3.4915570050457543
women,-3.48785021486776
the best performance,-3.4853529174092683
really good,3.4824145175595
sunday,3.4808518098825685
uninspired,-3.4795925020973284
it made,3.479181623839116
an enjoyable,3.4769430532538252
here,-3.470594660718175
depressing,-3.4589687293988254
camera,-3.4584386567645633
film of,3.455035640535262
is nothing,-3.4524776475111856
bbc,-3.4506835109358454
matthau,3.4506636568940174
hasselhoff,-3.4490234413056635
example of how,-3.447843700499474
segment,3.4468944106490356
if they,-3.442449769470795
vet,3.4422336862411926
very funny,3.439604282463771
the only thing,-3.437198652018405
because you,3.420105736142325
the new,3.4179476696891578
names,-3.4160184633219948
certain,3.4155864039451123
movie to,3.413149411366151
goldsworthy,3.4102013772557904
she will,3.4056255889539284
demille,3.4033691344115575
return,3.4022456299301753
naschy,-3.39876002597679
of course,3.3949167879942554
not be,3.3941585015259967
roberts,-3.3919792102631057
studio,3.388633291666773
sellers,-3.3854309642768623
not disappointed,3.38031288950743
stinker,-3.378005381003175
don know,3.376494524804591
magnificent,3.3761436758275813
highly recommended,3.373055708045501
solely,-3.3728759573431106
of them,-3.3695481878443516
unintentional,-3.3647904072662786
yokai,3.35349095140261
thriller,3.347427961655841
leading lady,-3.3449041368125982
dickens,3.34405334431709
gun,-3.343391200560046
either,-3.3386190485831078
mysteries,3.336521962070364
fido,3.3343329488912303
rosenstrasse,3.332108651877502
criminal,3.3316692565315553
behave,-3.3304754366669957
along with,3.328968452617614
and may,-3.3288800127258966
and funny,3.327670873768971
effective,3.3229185540676225
tree,-3.316674257397646
flavia,3.3148380108772812
without being,3.3128990202852764
they don,3.312877025182989
it also,3.3055503088502234
and is,3.3043241233863054
wendigo,3.2986356080707213
education,-3.297614565649957
short,3.297271379355075
villain,-3.2962641727388706
andrews,3.293912498989979
after watching,-3.2923576463552577
shoot,-3.2919975630140126
film in,3.2911513241120747
the death,3.290949540316577
al gore,-3.2893661638041287
footage,-3.287822896241989
beginning,3.2871936313942873
wasn,-3.2803018710183496
huston,-3.274038108843555
chess,3.2720040768888095
could have,-3.2699216401816176
of been,-3.2690379364723188
must have,-3.2652085945653866
greenaway,-3.260986692475606
dumber,-3.2580593695156637
lacking,-3.257316545481099
mystery science,-3.248817614773581
unless you,-3.2474264574787197
might,-3.2445682549400856
quite,3.2443522485663454
last,3.241996633760622
holden,-3.241149737965378
author,-3.2401630380885806
catch,3.2368117111008123
affair,-3.235910721349247
the book,-3.2320179740431527
courage,3.2319576442600906
he just,-3.231276392617186
isabelle,-3.229670530953088
of this,-3.2286876782445972
england,3.225152958739054
point of,-3.2180656180529286
and very,3.215281824151657
hanks,-3.213862560526992
williams,3.2123390820630053
the scene,3.2097024766457785
spot,3.2071863497657094
all in all,3.204489762317566
deanna,3.200831990396085
example,-3.196154400840224
lost in,-3.195885540921726
they can,-3.1908664573480756
carries,3.1901563892285156
what did,-3.1901027050461566
has never,3.1896534135592765
mallory,-3.1872581812199234
nancy,3.1872093971043896
hackman,-3.1837868352453964
apartment,3.18014399250558
accurate,3.179529815616848
imagination,3.177925260256726
capote,3.1760102784326367
bo,-3.174276301515121
not much,-3.172699365135591
rich,3.1704191077650727
br as,-3.170065151721347
of high,3.1687344269178794
jessica simpson,-3.1681675851866524
it very,3.1672623986593003
ill,-3.1662545253024743
officer,-3.1628151964986007
for years,-3.158203100448111
mean,-3.1569256828513463
you feel,3.153743995287114
of the movie,-3.151704944381
