id,StateDesc,CityName,1P:No Annual Checkup:Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,3O:Arthritis:Arthritis among adults aged >=18 Years,2B:Binge Drinking:Binge drinking among adults aged >=18 Years,3O:Chronic Pulmonary Disease:Chronic obstructive pulmonary disease among adults aged >=18 Years,3O:Cancer:Cancer (excluding skin cancer) among adults aged >=18 Years,1P:No Cholesterol Screening:Cholesterol screening among adults aged >=18 Years,3O:Chronic Kidney Disease:Chronic kidney disease among adults aged >=18 Years,"1P:No Colorectal Cancer Screening:Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years","1P:No Preventive services-older men:Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening","1P:No Preventive services-older women:Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",3O:Coronary Heart Disease:Coronary heart disease among adults aged >=18 Years,3O:Asthma:Current asthma among adults aged >=18 Years,2B:Current Smoking:Current smoking among adults aged >=18 Years,1P:No Dental Visit:Visits to dentist or dental clinic among adults aged >=18 Years,3O:Diabetes:Diagnosed diabetes among adults aged >=18 Years,1P:No Health Insurance:Current lack of health insurance among adults aged 18–64 Years,3O:High Blood Pressure:High blood pressure among adults aged >=18 Years,3O:High Cholesterol:High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1P:No Mammography:Mammography use among women aged 50–74 Years,3O:Mental Health:Mental health not good for >=14 days among adults aged >=18 Years,2B:Obesity:Obesity among adults aged >=18 Years,1P:No Pap Smear Test:Papanicolaou smear use among adult women aged 21–65 Years,3O:Physical Health:Physical health not good for >=14 days among adults aged >=18 Years,2B:Physical Inactivity:No leisure-time physical activity among adults aged >=18 Years,2B:Sleep < 7 hours:Sleeping less than 7 hours among adults aged >=18 Years,3O:Stroke:Stroke among adults aged >=18 Years,1P:Not Taking BP Medication:Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,3O:All Teeth Lost:All teeth lost among adults aged >=65 Years,CityFIPS,PopulationCount,health_score,city_ascii,state_name,lat,lng,county_fips,county_name,cz,czname,statename,stateabbrv_x,life_q1_f,life_q2_f,life_q3_f,life_q4_f,life_q1_m,life_q2_m,life_q3_m,life_q4_m,expectancy_f,expectancy_m,"4L:Life Expectancy Top 25%:Life expectancy in years, Top Quartile Income","4L:Life Expectancy Bottom 25%:Life expectancy in years, Bottom Quartile Income",4L:Life Expectancy Average: Average Life Expectancy in Years,disparity_m,disparity_f,disparity_avg,FIPS,stateabbrv_y,health_rank
287,New York,Albany,27.799999999999997,20.7,17.9,6.0,5.3,29.5,2.5,39.0,68.8,72.3,5.0,10.7,19.6,38.6,8.9,12.0,28.9,32.1,27.900000000000006,13.6,28.0,20.900000000000006,12.2,29.2,38.6,2.9,27.200000000000003,16.6,3601000,97856,60,Albany,New York,42.65257929999999,-73.7562317,36001,Albany,18600.0,Albany,New York,NY,81.29,83.78,85.64,87.5,75.77,79.8,83.21,85.57,84.6,81.1,86.5,78.5,82.8,9.8,6.2,8.0,36001,NY,242
288,New Mexico,Las Cruces,38.2,22.7,13.5,6.0,5.8,31.900000000000006,3.1,44.8,67.2,75.2,5.9,9.3,16.0,35.900000000000006,10.2,16.5,28.1,33.0,33.3,12.4,30.5,21.799999999999997,13.8,24.0,31.5,3.0,25.599999999999994,14.4,3539380,97618,56,Las Cruces,New Mexico,32.3123157,-106.77833740000001,35013,Dona Ana,30601.0,El Paso,Texas,TX,85.18,85.83,86.39,87.84,80.0,81.89,82.99,84.13,86.3,82.3,86.0,82.6,84.3,4.1,2.7,3.4,35013,NM,282
289,South Carolina,North Charleston,33.0,22.0,18.0,6.9,4.9,30.400000000000006,2.7,40.6,62.6,70.4,5.5,9.8,24.0,48.4,11.3,22.900000000000006,34.2,35.6,25.900000000000006,15.6,32.0,21.700000000000003,14.4,27.8,40.9,3.7,25.200000000000003,21.9,4550875,97471,44,North Charleston,South Carolina,32.8546197,-79.9748103,45019,Charleston,8202.0,Charleston,South Carolina,SC,81.98,83.89,86.13,87.57,75.25,79.9,82.61,85.44,84.9,80.8,86.5,78.6,82.8,10.2,5.6,7.9,45019,SC,411
290,Florida,Lakeland,24.0,28.3,13.1,9.3,8.1,23.0,3.4,37.2,67.4,70.7,8.9,9.2,19.1,42.4,13.3,20.900000000000006,36.3,40.3,27.200000000000003,14.2,32.0,24.400000000000006,15.7,29.9,36.0,4.4,19.0,16.7,1238250,97422,40,Lakeland,Florida,28.039465399999997,-81.9498042,12105,Polk,6800.0,Lakeland,Florida,FL,81.65,83.58,85.13,87.12,76.01,79.42,82.02,83.95,84.4,80.4,85.5,78.8,82.4,7.9,5.5,6.7,12105,FL,443
291,Colorado,Boulder,44.9,15.8,19.6,3.7,4.7,35.3,1.9,35.5,61.4,63.6,3.4,9.0,13.4,28.0,4.1,10.700000000000003,17.5,25.5,27.099999999999994,10.1,15.9,18.599999999999994,7.9,13.7,25.2,1.7,36.5,8.6,0807850,97385,92,Boulder,Colorado,40.0149856,-105.2705456,08013,Boulder,28900.0,Denver,Colorado,CO,82.53,84.81,86.4,88.43,77.78,81.14,83.83,86.51,85.5,82.3,87.5,80.2,83.9,8.7,5.9,7.3,08013,CO,7
292,California,San Mateo,34.599999999999994,17.5,17.2,4.1,6.4,21.5,2.3,33.900000000000006,69.8,67.8,4.6,7.7,10.6,28.400000000000006,8.1,10.0,26.6,30.5,21.900000000000006,9.7,20.8,16.900000000000006,9.8,17.3,31.3,2.3,28.900000000000006,7.6,0668252,97207,82,San Mateo,California,37.562991700000005,-122.32552539999999,06081,San Mateo,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06081,CA,41
293,Virginia,Roanoke,24.900000000000006,25.8,14.7,7.8,6.7,23.0,3.0,38.4,60.7,68.6,6.7,9.3,21.9,38.6,12.3,16.400000000000006,36.0,36.8,26.099999999999994,13.1,34.0,20.400000000000006,13.5,31.1,38.7,3.9,20.099999999999994,17.3,5168000,97032,47,Roanoke,Virginia,37.270970399999996,-79.9414267,51770,Roanoke (city),16600.0,Roanoke,Virginia,VA,80.9,84.85,86.26,87.69,74.95,79.57,83.1,85.12,84.9,80.7,86.4,77.9,82.8,10.2,6.8,8.5,51770,VA,383
294,Michigan,Livonia,26.0,28.6,22.0,6.5,8.3,17.0,2.6,28.799999999999997,61.6,64.7,6.5,8.9,17.9,22.900000000000006,8.0,8.099999999999994,32.3,38.6,19.799999999999997,10.5,26.7,15.099999999999994,10.6,21.3,34.7,2.8,22.299999999999997,9.1,2649000,96942,66,Livonia,Michigan,42.36837,-83.3527097,26163,Wayne,11600.0,Detroit,Michigan,MI,79.52,83.21,85.26,86.98,73.8,78.92,81.68,84.25,83.7,79.7,85.6,76.7,81.7,10.5,7.5,8.9,26163,MI,185
295,Texas,Tyler,31.299999999999997,22.3,15.3,6.9,6.3,29.5,3.0,40.5,67.7,69.8,6.7,9.4,19.0,41.6,11.8,23.599999999999994,33.4,37.0,28.599999999999994,12.2,33.0,24.900000000000006,13.4,32.6,34.7,3.7,22.200000000000003,14.6,4874144,96900,45,Tyler,Texas,32.351260100000005,-95.3010624,48423,Smith,33300.0,Tyler,Texas,TX,81.43,83.71,86.0,87.28,75.54,79.17,81.81,84.37,84.6,80.2,85.8,78.5,82.4,8.8,5.8,7.3,48423,TX,405
296,Oklahoma,Lawton,36.5,22.6,15.2,7.0,5.1,34.400000000000006,2.5,48.7,62.8,64.9,5.8,10.1,25.0,50.3,9.7,18.400000000000006,32.6,33.9,31.799999999999997,14.3,35.2,27.599999999999994,13.4,34.0,39.3,3.0,28.5,23.3,4041850,96867,44,Lawton,Oklahoma,34.6126328,-98.41411359,40031,Comanche,33601.0,Lawton,Oklahoma,OK,80.14,83.38,84.24,84.77,73.69,78.76,82.11,84.78,83.1,79.8,84.8,76.9,81.4,11.1,4.6,7.9,40031,OK,408
297,California,Compton,35.599999999999994,18.7,16.1,5.7,4.2,33.3,3.0,50.1,82.5,81.6,5.3,10.1,18.7,54.0,13.5,26.799999999999997,31.2,32.9,23.400000000000006,16.4,32.5,21.5,16.2,28.0,43.3,3.7,31.900000000000006,19.1,0615044,96455,41,Compton,California,33.8958492,-118.2200712,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,431
298,California,Clovis,34.5,19.8,18.8,5.3,5.9,24.700000000000003,2.4,35.099999999999994,69.4,71.0,5.0,8.9,13.7,31.0,8.7,10.700000000000003,27.0,32.7,22.599999999999994,12.0,25.8,18.200000000000003,11.7,18.9,29.7,2.5,30.099999999999994,10.4,0614218,95631,71,Clovis,California,36.8252277,-119.70291940000001,06019,Fresno,37200.0,Fresno,California,CA,83.67,84.52,86.18,87.65,79.79,81.21,83.15,84.99,85.5,82.3,86.3,81.7,83.9,5.2,4.0,4.6,06019,CA,131
299,Virginia,Portsmouth,21.799999999999997,26.1,14.5,7.1,6.2,22.900000000000006,2.9,35.099999999999994,64.1,68.9,6.3,9.8,22.1,40.8,12.9,16.299999999999997,38.1,35.7,19.400000000000006,12.7,36.5,18.299999999999997,13.0,30.0,39.7,4.0,21.0,19.5,5164000,95535,48,Portsmouth,Virginia,36.835425799999996,-76.29827420000001,51740,Portsmouth (city),2000.0,Virginia Beach,Virginia,VA,80.74,83.12,85.14,86.94,74.35,78.5,81.87,85.03,84.0,79.9,86.0,77.5,82.0,10.7,6.2,8.5,51740,VA,372
300,Texas,Lewisville,34.3,16.8,18.6,4.7,4.4,29.599999999999994,2.0,41.2,67.0,67.9,4.0,8.2,16.5,39.6,7.9,20.400000000000006,25.0,31.6,26.0,10.8,28.1,21.5,10.0,26.2,33.2,2.0,30.299999999999997,13.0,4842508,95290,68,Lewisville,Texas,33.046233,-96.994174,48121,Denton,33100.0,Dallas,Texas,TX,82.06,83.97,85.71,87.64,77.48,79.62,81.98,85.18,84.8,81.1,86.4,79.8,82.9,7.7,5.6,6.6,48121,TX,173
301,Massachusetts,New Bedford,22.799999999999997,31.3,14.3,10.6,6.9,25.900000000000006,3.1,37.1,71.6,78.5,7.7,12.7,25.6,45.4,11.9,13.900000000000006,34.5,39.4,22.799999999999997,18.0,33.2,18.200000000000003,18.1,36.6,44.0,4.0,21.700000000000003,28.0,2545000,95072,34,New Bedford,Massachusetts,41.6362152,-70.934205,25005,Bristol,20401.0,Providence,Rhode Island,RI,83.09,85.09,86.47,87.89,77.04,80.52,82.96,85.3,85.6,81.5,86.6,80.1,83.6,8.3,4.8,6.5,25005,MA,475
302,California,South Gate,39.6,16.1,17.3,4.5,3.8,34.3,2.8,53.4,80.9,81.7,4.8,8.6,15.8,51.5,12.1,30.099999999999994,25.6,33.4,25.599999999999994,15.6,29.6,21.400000000000006,15.6,27.7,39.3,2.6,37.0,14.1,0673080,94396,48,South Gate,California,33.954737,-118.21201609999999,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,373
303,Texas,College Station,35.900000000000006,9.2,21.2,4.0,2.8,44.5,1.7,34.2,61.7,65.4,2.5,8.8,14.4,30.200000000000003,4.6,20.900000000000006,16.1,24.2,26.0,12.6,24.1,28.400000000000006,8.3,21.7,29.3,1.4,40.1,9.6,4815976,93857,84,College Station,Texas,30.627977,-96.3344068,48041,Brazos,31800.0,College Station,Texas,TX,81.07,84.59,84.57,87.89,76.29,79.84,81.48,85.25,84.5,80.7,86.6,78.7,82.6,9.0,6.8,7.9,48041,TX,30
304,Georgia,Sandy Springs,27.799999999999997,19.3,18.0,4.4,5.8,20.400000000000006,2.2,31.299999999999997,62.4,63.7,4.2,8.5,13.4,26.799999999999997,7.2,13.5,27.9,31.3,20.200000000000003,9.7,24.9,13.900000000000006,8.7,20.2,34.9,2.1,28.0,8.6,1368516,93853,81,Sandy Springs,Georgia,33.92426879999999,-84.37853790000001,13121,Fulton,9100.0,Atlanta,Georgia,GA,81.75,84.28,85.68,87.71,76.39,79.57,82.31,85.16,84.9,80.9,86.4,79.1,82.9,8.8,6.0,7.3,13121,GA,47
305,California,Vista,38.0,18.0,19.2,5.4,5.3,31.400000000000006,2.5,42.7,72.2,75.4,4.8,8.6,15.6,43.0,8.5,18.299999999999997,25.5,32.4,25.400000000000006,13.5,25.9,20.400000000000006,13.2,21.1,36.4,2.7,33.8,13.2,0682996,93834,62,Vista,California,33.2000368,-117.2425355,06073,San Diego,38000.0,San Diego,California,CA,84.62,85.45,86.76,87.85,79.64,81.2,83.31,85.93,86.2,82.5,86.9,82.1,84.4,6.3,3.2,4.8,06073,CA,218
306,Massachusetts,Brockton,21.299999999999997,28.9,18.4,8.3,6.4,25.299999999999997,2.9,37.8,75.0,73.8,6.8,12.5,24.8,44.1,11.6,12.099999999999994,36.0,35.5,20.400000000000006,16.7,34.4,17.200000000000003,15.3,35.1,45.6,3.7,22.200000000000003,24.7,2509000,93810,40,Brockton,Massachusetts,42.083433500000005,-71.0183787,25023,Plymouth,20500.0,Boston,Massachusetts,MA,83.18,84.25,86.02,87.92,78.15,80.49,82.94,85.63,85.3,81.8,86.8,80.7,83.6,7.5,4.7,6.1,25023,MA,442
307,California,Mission Viejo,32.400000000000006,18.6,17.8,4.3,7.1,18.400000000000006,2.3,31.799999999999997,70.5,66.7,4.9,7.6,10.6,24.400000000000006,7.8,7.299999999999997,26.2,34.1,17.900000000000006,9.8,18.9,15.400000000000006,9.8,15.6,29.2,2.3,27.900000000000006,6.5,0648256,93305,84,Mission Viejo,California,33.6000233,-117.67199529999999,06059,Orange,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06059,CA,34
308,Texas,San Angelo,33.3,20.9,17.3,6.3,6.0,30.400000000000006,2.7,44.3,69.3,69.4,6.3,8.5,17.7,44.0,11.0,24.299999999999997,29.9,37.5,29.799999999999997,11.7,30.5,25.200000000000003,12.6,30.4,32.7,3.0,23.299999999999997,15.2,4864472,93200,49,San Angelo,Texas,31.4637723,-100.4370375,48451,Tom Green,32301.0,San Angelo,Texas,TX,81.43,83.7,87.05,88.56,77.21,80.76,82.14,84.52,85.2,81.2,86.5,79.3,83.2,7.3,7.1,7.2,48451,TX,365
309,Arizona,Yuma,34.2,21.6,15.0,6.7,5.6,31.0,3.0,47.6,68.6,75.4,6.5,9.6,17.3,46.0,11.7,23.599999999999994,30.6,36.9,27.0,13.4,32.2,22.299999999999997,14.1,27.5,35.4,3.1,29.200000000000003,16.2,0485540,93064,47,Yuma,Arizona,32.725324900000004,-114.624397,04027,Yuma,38100.0,Yuma,California,CA,85.51,84.01,84.61,87.12,80.15,79.96,80.75,83.84,85.3,81.2,85.5,82.8,83.2,3.7,1.6,2.7,04027,AZ,382
310,Colorado,Greeley,42.2,21.1,16.3,5.5,5.5,33.400000000000006,2.4,42.3,64.6,72.2,5.1,9.9,18.6,42.4,7.6,19.599999999999994,24.4,34.3,35.8,12.4,27.0,22.599999999999994,11.6,21.6,31.2,2.6,32.0,15.2,0832155,92889,60,Greeley,Colorado,40.42331420000001,-104.7091322,08123,Weld,28800.0,Fort Collins,Colorado,CO,83.72,85.65,86.37,88.85,79.12,82.72,84.29,87.08,86.1,83.3,88.0,81.4,84.7,8.0,5.1,6.6,08123,CO,240
311,California,Vacaville,36.7,20.2,20.4,5.1,5.8,24.700000000000003,2.2,36.0,71.9,69.8,4.9,8.8,14.6,32.900000000000006,8.7,10.599999999999994,27.4,32.3,24.0,11.9,27.5,17.799999999999997,11.5,19.5,33.8,2.5,31.400000000000006,10.4,0681554,92428,69,Vacaville,California,38.3565773,-121.98774440000001,06095,Solano,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06095,CA,160
312,Washington,Kent,41.1,20.8,18.8,5.6,5.4,32.0,2.5,39.8,70.8,68.0,4.7,10.0,17.3,38.2,8.6,15.5,27.2,34.6,30.900000000000006,13.1,26.8,24.5,12.0,19.8,34.7,2.7,35.3,13.4,5335415,92411,61,Kent,Washington,47.380933500000005,-122.23484309999999,53033,King,39400.0,Seattle,Washington,WA,82.57,84.67,85.99,87.92,77.46,80.71,83.24,85.73,85.3,81.8,86.8,80.0,83.6,8.3,5.4,6.8,53033,WA,233
313,Massachusetts,Quincy,23.299999999999997,22.4,16.0,5.7,6.4,22.099999999999994,2.3,31.599999999999994,69.7,70.3,5.3,9.3,15.9,30.5,8.4,7.5,29.4,33.8,19.0,11.6,20.9,17.599999999999994,10.8,28.1,36.7,2.5,22.5,15.0,2555745,92271,72,Quincy,Massachusetts,42.25287720000001,-71.0022705,25021,Norfolk,20500.0,Boston,Massachusetts,MA,83.18,84.25,86.02,87.92,78.15,80.49,82.94,85.63,85.3,81.8,86.8,80.7,83.6,7.5,4.7,6.1,25021,MA,126
314,Florida,Davie,30.200000000000003,20.1,18.0,5.6,6.0,22.0,2.4,35.7,68.8,71.0,5.0,7.6,15.8,32.3,9.0,18.5,27.0,35.2,22.5,12.4,25.7,18.299999999999997,11.8,25.6,35.5,2.4,27.0,9.8,1216475,91992,66,Davie,Florida,26.062866500000002,-80.2331038,12011,Broward,7000.0,Miami,Florida,FL,85.77,85.77,86.37,87.54,79.96,81.59,82.79,85.14,86.4,82.4,86.3,82.9,84.4,5.2,1.8,3.4,12011,FL,190
315,California,Carson,31.299999999999997,18.2,15.0,4.3,5.4,23.099999999999994,2.6,40.5,78.3,74.8,4.8,8.1,12.4,38.5,11.8,14.5,30.4,34.3,20.599999999999994,11.0,23.0,20.700000000000003,11.3,21.3,39.4,2.8,27.0,9.8,0611530,91714,67,Carson,California,33.8314058,-118.2820165,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,182
316,Oregon,Hillsboro,42.2,18.8,19.8,4.4,5.1,30.099999999999994,2.1,38.5,70.3,68.7,4.0,9.8,15.9,35.3,7.6,13.5,22.6,31.6,24.900000000000006,12.6,30.1,18.5,10.7,16.7,33.7,2.1,33.900000000000006,13.0,4134100,91611,70,Hillsboro,Oregon,45.5228939,-122.989827,41067,Washington,38801.0,Portland,Oregon,OR,82.62,84.47,86.22,87.82,77.51,81.19,83.57,85.59,85.3,82.0,86.7,80.1,83.6,8.1,5.2,6.6,41067,OR,141
317,Missouri,Lee's Summit,30.900000000000006,24.6,19.8,5.5,6.9,20.900000000000006,2.2,33.3,58.7,57.8,5.2,8.8,17.2,31.099999999999994,8.4,9.599999999999994,28.9,37.7,23.599999999999994,11.0,31.2,16.5,10.5,20.6,30.6,2.4,23.700000000000003,12.1,2941348,91364,69,Lee's Summit,Missouri,38.9108408,-94.3821724,29095,Jackson,29502.0,Kansas City,Missouri,MO,80.33,83.83,85.75,87.55,75.08,79.4,82.09,85.15,84.4,80.4,86.4,77.7,82.4,10.1,7.2,8.7,29095,MO,149
318,Georgia,Macon,23.700000000000003,28.3,11.9,9.8,5.9,27.299999999999997,3.8,43.3,71.3,77.5,8.2,12.0,25.3,53.9,16.7,25.200000000000003,44.8,39.2,25.400000000000006,16.0,40.3,25.099999999999994,17.9,37.6,45.4,5.7,20.700000000000003,28.7,1349000,91351,19,Macon,Georgia,32.8406946,-83.6324022,13021,Bibb,8900.0,Macon,Georgia,GA,80.51,83.15,85.48,87.72,73.24,77.83,81.43,83.98,84.2,79.1,85.8,76.9,81.6,10.7,7.2,8.9,13021,GA,494
319,Texas,Pearland,31.700000000000003,17.3,18.2,4.0,5.0,22.700000000000003,2.0,36.1,68.8,63.6,3.9,7.7,13.7,32.099999999999994,8.1,15.099999999999994,27.0,33.1,24.599999999999994,9.2,28.2,17.299999999999997,8.7,23.3,31.9,1.9,26.700000000000003,9.1,4856348,91252,75,Pearland,Texas,29.5635666,-95.2860474,48039,Brazoria,31900.0,Pearland,Texas,TX,80.85,83.21,84.22,87.05,75.71,79.38,81.51,84.03,83.8,80.2,85.5,78.3,82.0,8.3,6.2,7.2,48039,TX,96
320,Washington,Yakima,39.1,25.0,15.1,7.8,6.4,35.2,3.1,43.0,74.6,71.8,6.8,10.7,19.9,44.7,10.9,23.400000000000006,30.0,37.9,32.7,14.8,35.1,24.5,15.7,26.9,33.8,3.6,29.599999999999994,18.7,5380010,91067,40,Yakima,Washington,46.6020711,-120.5058987,53077,Yakima,39000.0,Yakima,Washington,WA,83.08,84.47,86.24,86.92,79.01,81.06,83.63,85.9,85.2,82.4,86.4,81.0,83.8,6.9,3.8,5.4,53077,WA,438
321,Washington,Renton,39.9,19.5,18.8,4.6,5.5,28.5,2.4,36.1,69.6,65.8,4.2,9.2,14.3,32.8,7.8,12.200000000000003,26.0,33.5,28.5,11.1,24.0,21.900000000000006,10.0,17.4,33.4,2.4,34.3,10.9,5357745,90927,72,Renton,Washington,47.4828776,-122.21706609999998,53033,King,39400.0,Seattle,Washington,WA,82.57,84.67,85.99,87.92,77.46,80.71,83.24,85.73,85.3,81.8,86.8,80.0,83.6,8.3,5.4,6.8,53033,WA,123
322,Alabama,Tuscaloosa,28.299999999999997,23.2,14.3,7.1,4.6,34.5,2.5,36.9,64.5,66.8,5.4,10.9,21.9,42.8,10.3,17.099999999999994,32.6,35.0,22.900000000000006,16.1,32.3,22.799999999999997,13.2,31.5,39.5,3.2,26.400000000000006,20.9,0177256,90468,51,Tuscaloosa,Alabama,33.2098407,-87.5691735,01125,Tuscaloosa,10801.0,Tuscaloosa,Alabama,AL,80.77,83.63,85.35,86.63,74.08,79.31,82.2,84.08,84.1,79.9,85.4,77.4,82.0,10.0,5.9,8.0,01125,AL,336
323,Massachusetts,Lynn,24.799999999999997,24.9,16.5,7.3,5.6,26.700000000000003,2.7,35.400000000000006,73.6,73.6,6.2,10.6,21.5,39.1,10.7,14.5,29.5,35.5,20.099999999999994,15.4,29.5,15.700000000000003,14.1,33.7,41.7,3.1,25.200000000000003,20.0,2537490,90329,52,Lynn,Massachusetts,42.466763,-70.94949390000001,25009,Essex,20500.0,Boston,Massachusetts,MA,83.18,84.25,86.02,87.92,78.15,80.49,82.94,85.63,85.3,81.8,86.8,80.7,83.6,7.5,4.7,6.1,25009,MA,324
324,Nevada,Sparks,36.7,22.1,18.4,7.0,6.2,27.099999999999994,2.5,41.0,69.5,73.1,5.6,9.3,20.4,39.1,8.9,15.900000000000006,27.7,38.0,32.7,13.4,25.0,22.900000000000006,13.3,23.1,33.9,2.8,30.799999999999997,17.2,3268400,90264,56,Sparks,Nevada,39.5349112,-119.7526886,32031,Washoe,37604.0,Reno,Nevada,NV,80.78,83.13,84.25,87.13,75.79,79.17,82.23,84.85,83.8,80.5,86.0,78.3,82.2,9.1,6.3,7.7,32031,NV,289
325,California,Hesperia,35.8,21.9,16.2,6.8,5.2,29.0,2.8,46.0,73.7,76.4,6.0,9.5,18.9,47.0,11.0,18.200000000000003,30.5,36.2,26.700000000000003,15.1,32.1,21.0,15.8,27.5,37.8,3.2,32.099999999999994,16.1,0633434,90173,48,Hesperia,California,34.4263886,-117.3008784,06071,San Bernardino,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06071,CA,368
326,California,Redding,36.9,26.3,16.7,7.3,7.5,25.099999999999994,2.9,38.5,68.4,74.7,6.8,9.6,16.6,38.8,9.4,9.700000000000003,30.6,35.6,28.200000000000003,13.2,23.6,21.400000000000006,13.7,20.4,32.9,3.4,26.900000000000006,12.9,0659920,89861,59,Redding,California,40.5865396,-122.3916754,06089,Shasta,36600.0,Redding,California,CA,81.86,84.46,86.21,87.36,77.31,81.42,83.57,84.94,85.0,81.8,86.2,79.6,83.4,7.6,5.5,6.6,06089,CA,249
327,Oregon,Beaverton,40.5,20.7,18.3,4.7,5.9,27.900000000000006,2.3,37.6,69.7,69.5,4.5,9.8,14.8,33.400000000000006,8.3,12.0,24.5,33.5,24.5,12.1,29.5,18.900000000000006,10.9,16.4,32.6,2.4,30.5,12.5,4105350,89803,69,Beaverton,Oregon,45.487062,-122.8037102,41067,Washington,38801.0,Portland,Oregon,OR,82.62,84.47,86.22,87.82,77.51,81.19,83.57,85.59,85.3,82.0,86.7,80.1,83.6,8.1,5.2,6.6,41067,OR,161
328,Washington,Spokane Valley,36.2,27.6,16.4,7.3,7.1,27.0,2.7,31.799999999999997,67.9,66.4,6.1,10.4,18.4,35.0,8.8,10.400000000000006,30.2,37.9,25.900000000000006,12.7,28.9,20.200000000000003,12.6,20.9,32.1,3.0,28.099999999999994,13.3,5367167,89755,59,Spokane Valley,Washington,47.6732281,-117.2393748,53063,Spokane,38601.0,Spokane,Washington,WA,82.01,84.53,86.36,89.03,77.36,82.01,84.61,85.77,85.5,82.4,87.4,79.7,84.0,8.4,7.0,7.7,53063,WA,251
329,California,Santa Monica,33.7,17.8,19.5,3.8,6.8,18.0,2.3,32.2,70.5,69.4,4.2,7.6,10.0,24.900000000000006,7.0,6.599999999999994,24.3,30.8,19.099999999999994,9.3,19.5,14.099999999999994,8.5,14.3,31.7,2.1,30.200000000000003,5.5,0670000,89736,88,Santa Monica,California,34.01945429999999,-118.4911912,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,19
330,California,Westminster,34.3,17.9,12.6,5.3,5.4,26.900000000000006,2.6,45.9,77.7,74.0,5.8,7.5,14.2,42.4,11.9,15.400000000000006,29.6,38.0,23.299999999999997,11.6,18.1,30.900000000000006,13.0,23.6,35.8,3.0,26.400000000000006,12.3,0684550,89701,62,Westminster,California,33.759183,-118.00672709999999,06059,Orange,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06059,CA,225
331,Washington,Federal Way,39.8,21.7,18.5,5.5,5.9,29.599999999999994,2.6,38.1,70.2,67.5,4.9,9.8,16.0,35.5,8.8,13.799999999999997,28.1,35.4,30.0,12.4,26.2,23.599999999999994,11.6,19.0,33.8,2.8,33.099999999999994,12.4,5323515,89306,63,Federal Way,Washington,47.3223221,-122.3126222,53033,King,39400.0,Seattle,Washington,WA,82.57,84.67,85.99,87.92,77.46,80.71,83.24,85.73,85.3,81.8,86.8,80.0,83.6,8.3,5.4,6.8,53033,WA,213
332,Illinois,Waukegan,35.599999999999994,21.3,16.3,6.1,4.4,33.400000000000006,2.7,49.3,75.9,77.2,5.7,9.5,20.8,47.9,11.9,24.5,31.5,36.1,29.5,13.9,36.6,22.900000000000006,14.2,34.2,37.9,3.1,28.400000000000006,22.6,1779293,89078,39,Waukegan,Illinois,42.3636331,-87.84479379999999,17097,Lake,24300.0,Chicago,Illinois,IL,82.41,83.84,85.15,87.27,77.71,79.75,81.97,84.59,84.7,81.0,85.9,80.1,82.8,6.9,4.9,5.8,17097,IL,453
